id	chrom	start	stop	angsd_chrom	mh_label
scaff_grp_0035	NW_024602224.1	1	345	NW-024602224.1	unk-35
scaff_grp_0035	NW_024602225.1	1	350	NW-024602225.1	unk-35
scaff_grp_0035	NW_024602226.1	1	351	NW-024602226.1	unk-35
scaff_grp_0035	NW_024602227.1	1	353	NW-024602227.1	unk-35
scaff_grp_0035	NW_024602228.1	1	357	NW-024602228.1	unk-35
scaff_grp_0035	NW_024602229.1	1	367	NW-024602229.1	unk-35
scaff_grp_0035	NW_024602230.1	1	367	NW-024602230.1	unk-35
scaff_grp_0035	NW_024602231.1	1	371	NW-024602231.1	unk-35
scaff_grp_0035	NW_024602232.1	1	373	NW-024602232.1	unk-35
scaff_grp_0035	NW_024602233.1	1	374	NW-024602233.1	unk-35
scaff_grp_0035	NW_024602234.1	1	378	NW-024602234.1	unk-35
scaff_grp_0035	NW_024602235.1	1	389	NW-024602235.1	unk-35
scaff_grp_0035	NW_024602236.1	1	399	NW-024602236.1	unk-35
scaff_grp_0035	NW_024602237.1	1	399	NW-024602237.1	unk-35
scaff_grp_0035	NW_024602238.1	1	412	NW-024602238.1	unk-35
scaff_grp_0035	NW_024602239.1	1	413	NW-024602239.1	unk-35
scaff_grp_0035	NW_024602240.1	1	416	NW-024602240.1	unk-35
scaff_grp_0035	NW_024602241.1	1	417	NW-024602241.1	unk-35
scaff_grp_0035	NW_024602242.1	1	418	NW-024602242.1	unk-35
scaff_grp_0035	NW_024602243.1	1	424	NW-024602243.1	unk-35
scaff_grp_0035	NW_024602244.1	1	426	NW-024602244.1	unk-35
scaff_grp_0035	NW_024602245.1	1	431	NW-024602245.1	unk-35
scaff_grp_0035	NW_024602246.1	1	433	NW-024602246.1	unk-35
scaff_grp_0035	NW_024602247.1	1	435	NW-024602247.1	unk-35
scaff_grp_0035	NW_024602248.1	1	436	NW-024602248.1	unk-35
scaff_grp_0035	NW_024602249.1	1	436	NW-024602249.1	unk-35
scaff_grp_0035	NW_024602250.1	1	440	NW-024602250.1	unk-35
scaff_grp_0035	NW_024602251.1	1	440	NW-024602251.1	unk-35
scaff_grp_0035	NW_024602252.1	1	442	NW-024602252.1	unk-35
scaff_grp_0035	NW_024602253.1	1	443	NW-024602253.1	unk-35
scaff_grp_0035	NW_024602254.1	1	445	NW-024602254.1	unk-35
scaff_grp_0035	NW_024602255.1	1	449	NW-024602255.1	unk-35
scaff_grp_0035	NW_024602256.1	1	450	NW-024602256.1	unk-35
scaff_grp_0035	NW_024602257.1	1	453	NW-024602257.1	unk-35
scaff_grp_0035	NW_024602258.1	1	454	NW-024602258.1	unk-35
scaff_grp_0035	NW_024602259.1	1	455	NW-024602259.1	unk-35
scaff_grp_0035	NW_024602260.1	1	456	NW-024602260.1	unk-35
scaff_grp_0035	NW_024602261.1	1	457	NW-024602261.1	unk-35
scaff_grp_0035	NW_024602262.1	1	459	NW-024602262.1	unk-35
scaff_grp_0035	NW_024602263.1	1	463	NW-024602263.1	unk-35
scaff_grp_0035	NW_024602264.1	1	463	NW-024602264.1	unk-35
scaff_grp_0035	NW_024602265.1	1	463	NW-024602265.1	unk-35
scaff_grp_0035	NW_024602266.1	1	466	NW-024602266.1	unk-35
scaff_grp_0035	NW_024602267.1	1	466	NW-024602267.1	unk-35
scaff_grp_0035	NW_024602268.1	1	468	NW-024602268.1	unk-35
scaff_grp_0035	NW_024602269.1	1	468	NW-024602269.1	unk-35
scaff_grp_0035	NW_024602270.1	1	470	NW-024602270.1	unk-35
scaff_grp_0035	NW_024602271.1	1	473	NW-024602271.1	unk-35
scaff_grp_0035	NW_024602272.1	1	474	NW-024602272.1	unk-35
scaff_grp_0035	NW_024602273.1	1	475	NW-024602273.1	unk-35
scaff_grp_0035	NW_024602274.1	1	475	NW-024602274.1	unk-35
scaff_grp_0035	NW_024602275.1	1	477	NW-024602275.1	unk-35
scaff_grp_0035	NW_024602276.1	1	478	NW-024602276.1	unk-35
scaff_grp_0035	NW_024602277.1	1	485	NW-024602277.1	unk-35
scaff_grp_0035	NW_024602278.1	1	486	NW-024602278.1	unk-35
scaff_grp_0035	NW_024602279.1	1	486	NW-024602279.1	unk-35
scaff_grp_0035	NW_024602280.1	1	488	NW-024602280.1	unk-35
scaff_grp_0035	NW_024602281.1	1	489	NW-024602281.1	unk-35
scaff_grp_0035	NW_024602282.1	1	489	NW-024602282.1	unk-35
scaff_grp_0035	NW_024602283.1	1	489	NW-024602283.1	unk-35
scaff_grp_0035	NW_024602284.1	1	490	NW-024602284.1	unk-35
scaff_grp_0035	NW_024602285.1	1	491	NW-024602285.1	unk-35
scaff_grp_0035	NW_024602286.1	1	492	NW-024602286.1	unk-35
scaff_grp_0035	NW_024602287.1	1	494	NW-024602287.1	unk-35
scaff_grp_0035	NW_024602288.1	1	496	NW-024602288.1	unk-35
scaff_grp_0035	NW_024602289.1	1	496	NW-024602289.1	unk-35
scaff_grp_0035	NW_024602290.1	1	497	NW-024602290.1	unk-35
scaff_grp_0035	NW_024602291.1	1	497	NW-024602291.1	unk-35
scaff_grp_0035	NW_024602292.1	1	498	NW-024602292.1	unk-35
scaff_grp_0035	NW_024602293.1	1	498	NW-024602293.1	unk-35
scaff_grp_0035	NW_024602294.1	1	501	NW-024602294.1	unk-35
scaff_grp_0035	NW_024602295.1	1	501	NW-024602295.1	unk-35
scaff_grp_0035	NW_024602296.1	1	503	NW-024602296.1	unk-35
scaff_grp_0035	NW_024602297.1	1	503	NW-024602297.1	unk-35
scaff_grp_0035	NW_024602298.1	1	505	NW-024602298.1	unk-35
scaff_grp_0035	NW_024602299.1	1	506	NW-024602299.1	unk-35
scaff_grp_0035	NW_024602300.1	1	506	NW-024602300.1	unk-35
scaff_grp_0035	NW_024602301.1	1	507	NW-024602301.1	unk-35
scaff_grp_0035	NW_024602302.1	1	508	NW-024602302.1	unk-35
scaff_grp_0035	NW_024602303.1	1	508	NW-024602303.1	unk-35
scaff_grp_0035	NW_024602304.1	1	509	NW-024602304.1	unk-35
scaff_grp_0035	NW_024602305.1	1	510	NW-024602305.1	unk-35
scaff_grp_0035	NW_024602306.1	1	511	NW-024602306.1	unk-35
scaff_grp_0035	NW_024602307.1	1	511	NW-024602307.1	unk-35
scaff_grp_0035	NW_024602308.1	1	511	NW-024602308.1	unk-35
scaff_grp_0035	NW_024602309.1	1	511	NW-024602309.1	unk-35
scaff_grp_0035	NW_024602310.1	1	511	NW-024602310.1	unk-35
scaff_grp_0035	NW_024602311.1	1	511	NW-024602311.1	unk-35
scaff_grp_0035	NW_024602312.1	1	512	NW-024602312.1	unk-35
scaff_grp_0035	NW_024602313.1	1	512	NW-024602313.1	unk-35
scaff_grp_0035	NW_024602314.1	1	513	NW-024602314.1	unk-35
scaff_grp_0035	NW_024602315.1	1	513	NW-024602315.1	unk-35
scaff_grp_0035	NW_024602316.1	1	514	NW-024602316.1	unk-35
scaff_grp_0035	NW_024602317.1	1	514	NW-024602317.1	unk-35
scaff_grp_0035	NW_024602318.1	1	514	NW-024602318.1	unk-35
scaff_grp_0035	NW_024602319.1	1	514	NW-024602319.1	unk-35
scaff_grp_0035	NW_024602320.1	1	514	NW-024602320.1	unk-35
scaff_grp_0035	NW_024602321.1	1	514	NW-024602321.1	unk-35
scaff_grp_0035	NW_024602322.1	1	514	NW-024602322.1	unk-35
scaff_grp_0035	NW_024602323.1	1	516	NW-024602323.1	unk-35
scaff_grp_0035	NW_024602324.1	1	516	NW-024602324.1	unk-35
scaff_grp_0035	NW_024602325.1	1	516	NW-024602325.1	unk-35
scaff_grp_0035	NW_024602326.1	1	516	NW-024602326.1	unk-35
scaff_grp_0035	NW_024602327.1	1	517	NW-024602327.1	unk-35
scaff_grp_0035	NW_024602328.1	1	517	NW-024602328.1	unk-35
scaff_grp_0035	NW_024602329.1	1	517	NW-024602329.1	unk-35
scaff_grp_0035	NW_024602330.1	1	517	NW-024602330.1	unk-35
scaff_grp_0035	NW_024602331.1	1	517	NW-024602331.1	unk-35
scaff_grp_0035	NW_024602332.1	1	517	NW-024602332.1	unk-35
scaff_grp_0035	NW_024602333.1	1	518	NW-024602333.1	unk-35
scaff_grp_0035	NW_024602334.1	1	518	NW-024602334.1	unk-35
scaff_grp_0035	NW_024602335.1	1	518	NW-024602335.1	unk-35
scaff_grp_0035	NW_024602336.1	1	518	NW-024602336.1	unk-35
scaff_grp_0035	NW_024602337.1	1	518	NW-024602337.1	unk-35
scaff_grp_0035	NW_024602338.1	1	519	NW-024602338.1	unk-35
scaff_grp_0035	NW_024602339.1	1	520	NW-024602339.1	unk-35
scaff_grp_0035	NW_024602340.1	1	520	NW-024602340.1	unk-35
scaff_grp_0035	NW_024602341.1	1	521	NW-024602341.1	unk-35
scaff_grp_0035	NW_024602342.1	1	521	NW-024602342.1	unk-35
scaff_grp_0035	NW_024602343.1	1	522	NW-024602343.1	unk-35
scaff_grp_0035	NW_024602344.1	1	523	NW-024602344.1	unk-35
scaff_grp_0035	NW_024602345.1	1	523	NW-024602345.1	unk-35
scaff_grp_0035	NW_024602346.1	1	524	NW-024602346.1	unk-35
scaff_grp_0035	NW_024602347.1	1	524	NW-024602347.1	unk-35
scaff_grp_0035	NW_024602348.1	1	524	NW-024602348.1	unk-35
scaff_grp_0035	NW_024602349.1	1	525	NW-024602349.1	unk-35
scaff_grp_0035	NW_024602350.1	1	526	NW-024602350.1	unk-35
scaff_grp_0035	NW_024602351.1	1	527	NW-024602351.1	unk-35
scaff_grp_0035	NW_024602352.1	1	527	NW-024602352.1	unk-35
scaff_grp_0035	NW_024602353.1	1	527	NW-024602353.1	unk-35
scaff_grp_0035	NW_024602354.1	1	529	NW-024602354.1	unk-35
scaff_grp_0035	NW_024602355.1	1	531	NW-024602355.1	unk-35
scaff_grp_0035	NW_024602356.1	1	531	NW-024602356.1	unk-35
scaff_grp_0035	NW_024602357.1	1	532	NW-024602357.1	unk-35
scaff_grp_0035	NW_024602358.1	1	532	NW-024602358.1	unk-35
scaff_grp_0035	NW_024602359.1	1	532	NW-024602359.1	unk-35
scaff_grp_0035	NW_024602360.1	1	532	NW-024602360.1	unk-35
scaff_grp_0035	NW_024602361.1	1	532	NW-024602361.1	unk-35
scaff_grp_0035	NW_024602362.1	1	533	NW-024602362.1	unk-35
scaff_grp_0035	NW_024602363.1	1	534	NW-024602363.1	unk-35
scaff_grp_0035	NW_024602364.1	1	535	NW-024602364.1	unk-35
scaff_grp_0035	NW_024602365.1	1	536	NW-024602365.1	unk-35
scaff_grp_0035	NW_024602366.1	1	536	NW-024602366.1	unk-35
scaff_grp_0035	NW_024602367.1	1	536	NW-024602367.1	unk-35
scaff_grp_0035	NW_024602368.1	1	536	NW-024602368.1	unk-35
scaff_grp_0035	NW_024602369.1	1	537	NW-024602369.1	unk-35
scaff_grp_0035	NW_024602370.1	1	537	NW-024602370.1	unk-35
scaff_grp_0035	NW_024602371.1	1	538	NW-024602371.1	unk-35
scaff_grp_0035	NW_024602372.1	1	538	NW-024602372.1	unk-35
scaff_grp_0035	NW_024602373.1	1	538	NW-024602373.1	unk-35
scaff_grp_0035	NW_024602374.1	1	538	NW-024602374.1	unk-35
scaff_grp_0035	NW_024602375.1	1	539	NW-024602375.1	unk-35
scaff_grp_0035	NW_024602376.1	1	539	NW-024602376.1	unk-35
scaff_grp_0035	NW_024602377.1	1	539	NW-024602377.1	unk-35
scaff_grp_0035	NW_024602378.1	1	539	NW-024602378.1	unk-35
scaff_grp_0035	NW_024602379.1	1	540	NW-024602379.1	unk-35
scaff_grp_0035	NW_024602380.1	1	540	NW-024602380.1	unk-35
scaff_grp_0035	NW_024602381.1	1	541	NW-024602381.1	unk-35
scaff_grp_0035	NW_024602382.1	1	541	NW-024602382.1	unk-35
scaff_grp_0035	NW_024602383.1	1	542	NW-024602383.1	unk-35
scaff_grp_0035	NW_024602384.1	1	543	NW-024602384.1	unk-35
scaff_grp_0035	NW_024602385.1	1	543	NW-024602385.1	unk-35
scaff_grp_0035	NW_024602386.1	1	544	NW-024602386.1	unk-35
scaff_grp_0035	NW_024602387.1	1	544	NW-024602387.1	unk-35
scaff_grp_0035	NW_024602388.1	1	545	NW-024602388.1	unk-35
scaff_grp_0035	NW_024602389.1	1	545	NW-024602389.1	unk-35
scaff_grp_0035	NW_024602390.1	1	545	NW-024602390.1	unk-35
scaff_grp_0035	NW_024602391.1	1	546	NW-024602391.1	unk-35
scaff_grp_0035	NW_024602392.1	1	547	NW-024602392.1	unk-35
scaff_grp_0035	NW_024602393.1	1	547	NW-024602393.1	unk-35
scaff_grp_0035	NW_024602394.1	1	548	NW-024602394.1	unk-35
scaff_grp_0035	NW_024602395.1	1	549	NW-024602395.1	unk-35
scaff_grp_0035	NW_024602396.1	1	549	NW-024602396.1	unk-35
scaff_grp_0035	NW_024602397.1	1	549	NW-024602397.1	unk-35
scaff_grp_0035	NW_024602398.1	1	549	NW-024602398.1	unk-35
scaff_grp_0035	NW_024602399.1	1	551	NW-024602399.1	unk-35
scaff_grp_0035	NW_024602400.1	1	551	NW-024602400.1	unk-35
scaff_grp_0035	NW_024602401.1	1	551	NW-024602401.1	unk-35
scaff_grp_0035	NW_024602402.1	1	552	NW-024602402.1	unk-35
scaff_grp_0035	NW_024602403.1	1	553	NW-024602403.1	unk-35
scaff_grp_0035	NW_024602404.1	1	553	NW-024602404.1	unk-35
scaff_grp_0035	NW_024602405.1	1	553	NW-024602405.1	unk-35
scaff_grp_0035	NW_024602406.1	1	554	NW-024602406.1	unk-35
scaff_grp_0035	NW_024602407.1	1	554	NW-024602407.1	unk-35
scaff_grp_0035	NW_024602408.1	1	555	NW-024602408.1	unk-35
scaff_grp_0035	NW_024602409.1	1	555	NW-024602409.1	unk-35
scaff_grp_0035	NW_024602410.1	1	555	NW-024602410.1	unk-35
scaff_grp_0035	NW_024602411.1	1	555	NW-024602411.1	unk-35
scaff_grp_0035	NW_024602412.1	1	556	NW-024602412.1	unk-35
scaff_grp_0035	NW_024602413.1	1	557	NW-024602413.1	unk-35
scaff_grp_0035	NW_024602414.1	1	558	NW-024602414.1	unk-35
scaff_grp_0035	NW_024602415.1	1	558	NW-024602415.1	unk-35
scaff_grp_0035	NW_024602416.1	1	559	NW-024602416.1	unk-35
scaff_grp_0035	NW_024602417.1	1	559	NW-024602417.1	unk-35
scaff_grp_0035	NW_024602418.1	1	559	NW-024602418.1	unk-35
scaff_grp_0035	NW_024602419.1	1	560	NW-024602419.1	unk-35
scaff_grp_0035	NW_024602420.1	1	561	NW-024602420.1	unk-35
scaff_grp_0035	NW_024602421.1	1	562	NW-024602421.1	unk-35
scaff_grp_0035	NW_024602422.1	1	562	NW-024602422.1	unk-35
scaff_grp_0035	NW_024602423.1	1	564	NW-024602423.1	unk-35
scaff_grp_0035	NW_024602424.1	1	564	NW-024602424.1	unk-35
scaff_grp_0035	NW_024602425.1	1	564	NW-024602425.1	unk-35
scaff_grp_0035	NW_024602426.1	1	565	NW-024602426.1	unk-35
scaff_grp_0035	NW_024602427.1	1	567	NW-024602427.1	unk-35
scaff_grp_0035	NW_024602428.1	1	567	NW-024602428.1	unk-35
scaff_grp_0035	NW_024602429.1	1	568	NW-024602429.1	unk-35
scaff_grp_0035	NW_024602430.1	1	568	NW-024602430.1	unk-35
scaff_grp_0035	NW_024602431.1	1	568	NW-024602431.1	unk-35
scaff_grp_0035	NW_024602432.1	1	569	NW-024602432.1	unk-35
scaff_grp_0035	NW_024602433.1	1	569	NW-024602433.1	unk-35
scaff_grp_0035	NW_024602434.1	1	569	NW-024602434.1	unk-35
scaff_grp_0035	NW_024602435.1	1	569	NW-024602435.1	unk-35
scaff_grp_0035	NW_024602436.1	1	569	NW-024602436.1	unk-35
scaff_grp_0035	NW_024602437.1	1	569	NW-024602437.1	unk-35
scaff_grp_0035	NW_024602438.1	1	570	NW-024602438.1	unk-35
scaff_grp_0035	NW_024602439.1	1	570	NW-024602439.1	unk-35
scaff_grp_0035	NW_024602440.1	1	570	NW-024602440.1	unk-35
scaff_grp_0035	NW_024602441.1	1	570	NW-024602441.1	unk-35
scaff_grp_0035	NW_024602442.1	1	570	NW-024602442.1	unk-35
scaff_grp_0035	NW_024602443.1	1	570	NW-024602443.1	unk-35
scaff_grp_0035	NW_024602444.1	1	571	NW-024602444.1	unk-35
scaff_grp_0035	NW_024602445.1	1	571	NW-024602445.1	unk-35
scaff_grp_0035	NW_024602446.1	1	572	NW-024602446.1	unk-35
scaff_grp_0035	NW_024602447.1	1	573	NW-024602447.1	unk-35
scaff_grp_0035	NW_024602448.1	1	575	NW-024602448.1	unk-35
scaff_grp_0035	NW_024602449.1	1	576	NW-024602449.1	unk-35
scaff_grp_0035	NW_024602450.1	1	578	NW-024602450.1	unk-35
scaff_grp_0035	NW_024602451.1	1	578	NW-024602451.1	unk-35
scaff_grp_0035	NW_024602452.1	1	579	NW-024602452.1	unk-35
scaff_grp_0035	NW_024602453.1	1	579	NW-024602453.1	unk-35
scaff_grp_0035	NW_024602454.1	1	579	NW-024602454.1	unk-35
scaff_grp_0035	NW_024602455.1	1	579	NW-024602455.1	unk-35
scaff_grp_0035	NW_024602456.1	1	580	NW-024602456.1	unk-35
scaff_grp_0035	NW_024602457.1	1	581	NW-024602457.1	unk-35
scaff_grp_0035	NW_024602458.1	1	582	NW-024602458.1	unk-35
scaff_grp_0035	NW_024602459.1	1	583	NW-024602459.1	unk-35
scaff_grp_0035	NW_024602460.1	1	584	NW-024602460.1	unk-35
scaff_grp_0035	NW_024602461.1	1	584	NW-024602461.1	unk-35
scaff_grp_0035	NW_024602462.1	1	584	NW-024602462.1	unk-35
scaff_grp_0035	NW_024602463.1	1	586	NW-024602463.1	unk-35
scaff_grp_0035	NW_024602464.1	1	586	NW-024602464.1	unk-35
scaff_grp_0035	NW_024602465.1	1	586	NW-024602465.1	unk-35
scaff_grp_0035	NW_024602466.1	1	586	NW-024602466.1	unk-35
scaff_grp_0035	NW_024602467.1	1	587	NW-024602467.1	unk-35
scaff_grp_0035	NW_024602468.1	1	587	NW-024602468.1	unk-35
scaff_grp_0035	NW_024602469.1	1	588	NW-024602469.1	unk-35
scaff_grp_0035	NW_024602470.1	1	589	NW-024602470.1	unk-35
scaff_grp_0035	NW_024602471.1	1	591	NW-024602471.1	unk-35
scaff_grp_0035	NW_024602472.1	1	591	NW-024602472.1	unk-35
scaff_grp_0035	NW_024602473.1	1	591	NW-024602473.1	unk-35
scaff_grp_0035	NW_024602474.1	1	591	NW-024602474.1	unk-35
scaff_grp_0035	NW_024602475.1	1	591	NW-024602475.1	unk-35
scaff_grp_0035	NW_024602476.1	1	591	NW-024602476.1	unk-35
scaff_grp_0035	NW_024602477.1	1	592	NW-024602477.1	unk-35
scaff_grp_0035	NW_024602478.1	1	592	NW-024602478.1	unk-35
scaff_grp_0035	NW_024602479.1	1	593	NW-024602479.1	unk-35
scaff_grp_0035	NW_024602480.1	1	594	NW-024602480.1	unk-35
scaff_grp_0035	NW_024602481.1	1	594	NW-024602481.1	unk-35
scaff_grp_0035	NW_024602482.1	1	595	NW-024602482.1	unk-35
scaff_grp_0035	NW_024602483.1	1	595	NW-024602483.1	unk-35
scaff_grp_0035	NW_024602484.1	1	595	NW-024602484.1	unk-35
scaff_grp_0035	NW_024602485.1	1	596	NW-024602485.1	unk-35
scaff_grp_0035	NW_024602486.1	1	597	NW-024602486.1	unk-35
scaff_grp_0035	NW_024602487.1	1	597	NW-024602487.1	unk-35
scaff_grp_0035	NW_024602488.1	1	599	NW-024602488.1	unk-35
scaff_grp_0035	NW_024602489.1	1	599	NW-024602489.1	unk-35
scaff_grp_0035	NW_024602490.1	1	600	NW-024602490.1	unk-35
scaff_grp_0035	NW_024602491.1	1	600	NW-024602491.1	unk-35
scaff_grp_0035	NW_024602492.1	1	600	NW-024602492.1	unk-35
scaff_grp_0035	NW_024602493.1	1	600	NW-024602493.1	unk-35
scaff_grp_0035	NW_024602494.1	1	601	NW-024602494.1	unk-35
scaff_grp_0035	NW_024602495.1	1	602	NW-024602495.1	unk-35
scaff_grp_0035	NW_024602496.1	1	602	NW-024602496.1	unk-35
scaff_grp_0035	NW_024602497.1	1	602	NW-024602497.1	unk-35
scaff_grp_0035	NW_024602498.1	1	602	NW-024602498.1	unk-35
scaff_grp_0035	NW_024602499.1	1	605	NW-024602499.1	unk-35
scaff_grp_0035	NW_024602500.1	1	605	NW-024602500.1	unk-35
scaff_grp_0035	NW_024602501.1	1	605	NW-024602501.1	unk-35
scaff_grp_0035	NW_024602502.1	1	605	NW-024602502.1	unk-35
scaff_grp_0035	NW_024602503.1	1	606	NW-024602503.1	unk-35
scaff_grp_0035	NW_024602504.1	1	608	NW-024602504.1	unk-35
scaff_grp_0035	NW_024602505.1	1	609	NW-024602505.1	unk-35
scaff_grp_0035	NW_024602506.1	1	610	NW-024602506.1	unk-35
scaff_grp_0035	NW_024602507.1	1	610	NW-024602507.1	unk-35
scaff_grp_0035	NW_024602508.1	1	611	NW-024602508.1	unk-35
scaff_grp_0035	NW_024602509.1	1	611	NW-024602509.1	unk-35
scaff_grp_0035	NW_024602510.1	1	611	NW-024602510.1	unk-35
scaff_grp_0035	NW_024602511.1	1	612	NW-024602511.1	unk-35
scaff_grp_0035	NW_024602512.1	1	612	NW-024602512.1	unk-35
scaff_grp_0035	NW_024602513.1	1	612	NW-024602513.1	unk-35
scaff_grp_0035	NW_024602514.1	1	613	NW-024602514.1	unk-35
scaff_grp_0035	NW_024602515.1	1	613	NW-024602515.1	unk-35
scaff_grp_0035	NW_024602516.1	1	613	NW-024602516.1	unk-35
scaff_grp_0035	NW_024602517.1	1	614	NW-024602517.1	unk-35
scaff_grp_0035	NW_024602518.1	1	615	NW-024602518.1	unk-35
scaff_grp_0035	NW_024602519.1	1	616	NW-024602519.1	unk-35
scaff_grp_0035	NW_024602520.1	1	617	NW-024602520.1	unk-35
scaff_grp_0035	NW_024602521.1	1	618	NW-024602521.1	unk-35
scaff_grp_0035	NW_024602522.1	1	618	NW-024602522.1	unk-35
scaff_grp_0035	NW_024602523.1	1	618	NW-024602523.1	unk-35
scaff_grp_0035	NW_024602524.1	1	619	NW-024602524.1	unk-35
scaff_grp_0035	NW_024602525.1	1	619	NW-024602525.1	unk-35
scaff_grp_0035	NW_024602526.1	1	619	NW-024602526.1	unk-35
scaff_grp_0035	NW_024602527.1	1	619	NW-024602527.1	unk-35
scaff_grp_0035	NW_024602528.1	1	619	NW-024602528.1	unk-35
scaff_grp_0035	NW_024602529.1	1	620	NW-024602529.1	unk-35
scaff_grp_0035	NW_024602530.1	1	620	NW-024602530.1	unk-35
scaff_grp_0035	NW_024602531.1	1	622	NW-024602531.1	unk-35
scaff_grp_0035	NW_024602532.1	1	622	NW-024602532.1	unk-35
scaff_grp_0035	NW_024602533.1	1	624	NW-024602533.1	unk-35
scaff_grp_0035	NW_024602534.1	1	625	NW-024602534.1	unk-35
scaff_grp_0035	NW_024602535.1	1	625	NW-024602535.1	unk-35
scaff_grp_0035	NW_024602536.1	1	626	NW-024602536.1	unk-35
scaff_grp_0035	NW_024602537.1	1	628	NW-024602537.1	unk-35
scaff_grp_0035	NW_024602538.1	1	630	NW-024602538.1	unk-35
scaff_grp_0035	NW_024602539.1	1	630	NW-024602539.1	unk-35
scaff_grp_0035	NW_024602540.1	1	630	NW-024602540.1	unk-35
scaff_grp_0035	NW_024602541.1	1	630	NW-024602541.1	unk-35
scaff_grp_0035	NW_024602542.1	1	632	NW-024602542.1	unk-35
scaff_grp_0035	NW_024602543.1	1	633	NW-024602543.1	unk-35
scaff_grp_0035	NW_024602544.1	1	633	NW-024602544.1	unk-35
scaff_grp_0035	NW_024602545.1	1	633	NW-024602545.1	unk-35
scaff_grp_0035	NW_024602546.1	1	635	NW-024602546.1	unk-35
scaff_grp_0035	NW_024602547.1	1	636	NW-024602547.1	unk-35
scaff_grp_0035	NW_024602548.1	1	636	NW-024602548.1	unk-35
scaff_grp_0035	NW_024602549.1	1	636	NW-024602549.1	unk-35
